Logging to ./baseline_seed_data/bipedalwalker/
---------------------------------
| rollout/           |          |
|    std                  | 0.983       |
|    value_loss           | 0.674       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 816         |
|    ep_rew_mean          | -125        |
| time/                   |             |
|    fps                  | 525         |
|    iterations           | 5           |
|    time_elapsed         | 19          |
|    total_timesteps      | 10240       |
| train/                  |             |
|    approx_kl            | 0.008640365 |
|    clip_fraction        | 0.111       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.6        |
|    explained_variance   | 0.141       |
|    learning_rate        | 0.0003      |
|    loss                 | 14.9        |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.00928    |
|    std                  | 0.978       |
|    value_loss           | 32          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 937         |
|    ep_rew_mean          | -121        |
| time/                   |             |
|    fps                  | 527         |
|    iterations           | 6           |
|    time_elapsed         | 23          |
|    total_timesteps      | 12288       |
| train/                  |             |
|    approx_kl            | 0.006834181 |
|    clip_fraction        | 0.0429      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.59       |
|    explained_variance   | 0.177       |
|    learning_rate        | 0.0003      |
|    loss                 | 31.6        |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.00657    |
|    std                  | 0.978       |
|    value_loss           | 57.4        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 923        |
|    ep_rew_mean          | -119       |
| time/                   |            |
|    fps                  | 513        |
|    iterations           | 7          |
|    time_elapsed         | 27         |
|    total_timesteps      | 14336      |
| train/                  |            |
|    approx_kl            | 0.01042589 |
|    clip_fraction        | 0.104      |
|    clip_range           | 0.2        |
|    entropy_loss         | -5.55      |
|    explained_variance   | 0.701      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.144      |
|    n_updates            | 60         |
|    policy_gradient_loss | -0.0127    |
|    std                  | 0.96       |
|    value_loss           | 0.613      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 726         |
|    ep_rew_mean          | -115        |
| time/                   |             |
|    fps                  | 500         |
|    iterations           | 8           |
|    time_elapsed         | 32          |
|    total_timesteps      | 16384       |
| train/                  |             |
|    approx_kl            | 0.007115313 |
|    clip_fraction        | 0.0606      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.5        |
|    explained_variance   | 0.0418      |
|    learning_rate        | 0.0003      |
|    loss                 | 2.5         |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.00423    |
|    std                  | 0.957       |
|    value_loss           | 29.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 734         |
|    ep_rew_mean          | -113        |
| time/                   |             |
|    fps                  | 490         |
|    iterations           | 9           |
|    time_elapsed         | 37          |
|    total_timesteps      | 18432       |
| train/                  |             |
|    approx_kl            | 0.003284295 |
|    clip_fraction        | 0.00591     |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.5        |
|    explained_variance   | 0.181       |
|    learning_rate        | 0.0003      |
|    loss                 | 51.6        |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.00453    |
|    std                  | 0.956       |
|    value_loss           | 146         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 743         |
|    ep_rew_mean          | -112        |
| time/                   |             |
|    fps                  | 488         |
|    iterations           | 10          |
|    time_elapsed         | 41          |
|    total_timesteps      | 20480       |
| train/                  |             |
|    approx_kl            | 0.008171206 |
|    clip_fraction        | 0.0814      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.48       |
|    explained_variance   | 0.395       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.59        |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.00635    |
|    std                  | 0.948       |
|    value_loss           | 24.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 750         |
|    ep_rew_mean          | -110        |
| time/                   |             |
|    fps                  | 475         |
|    iterations           | 11          |
|    time_elapsed         | 47          |
|    total_timesteps      | 22528       |
| train/                  |             |
|    approx_kl            | 0.008052042 |
|    clip_fraction        | 0.0637      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.45       |
|    explained_variance   | 0.619       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.831       |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.0119     |
|    std                  | 0.942       |
|    value_loss           | 20.6        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 807        |
|    ep_rew_mean          | -109       |
| time/                   |            |
|    fps                  | 450        |
|    iterations           | 12         |
|    time_elapsed         | 54         |
|    total_timesteps      | 24576      |
| train/                  |            |
|    approx_kl            | 0.01168206 |
|    clip_fraction        | 0.069      |
|    clip_range           | 0.2        |
|    entropy_loss         | -5.41      |
|    explained_variance   | 0.543      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0547     |
|    n_updates            | 110        |
|    policy_gradient_loss | -0.00749   |
|    std                  | 0.932      |
|    value_loss           | 20.6       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 832         |
|    ep_rew_mean          | -108        |
| time/                   |             |
|    fps                  | 443         |
|    iterations           | 13          |
|    time_elapsed         | 60          |
|    total_timesteps      | 26624       |
| train/                  |             |
|    approx_kl            | 0.010286745 |
|    clip_fraction        | 0.105       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.33       |
|    explained_variance   | -0.151      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0624      |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.00818    |
|    std                  | 0.905       |
|    value_loss           | 0.413       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 856          |
|    ep_rew_mean          | -108         |
| time/                   |              |
|    fps                  | 449          |
|    iterations           | 14           |
|    time_elapsed         | 63           |
|    total_timesteps      | 28672        |
| train/                  |              |
|    approx_kl            | 0.0071010534 |
|    clip_fraction        | 0.0666       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.24        |
|    explained_variance   | 0.246        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.128        |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.00675     |
|    std                  | 0.889        |
|    value_loss           | 0.217        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 900         |
|    ep_rew_mean          | -106        |
| time/                   |             |
|    fps                  | 454         |
|    iterations           | 15          |
|    time_elapsed         | 67          |
|    total_timesteps      | 30720       |
| train/                  |             |
|    approx_kl            | 0.008547406 |
|    clip_fraction        | 0.0975      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.15       |
|    explained_variance   | 0.124       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.028       |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.00926    |
|    std                  | 0.87        |
|    value_loss           | 0.0998      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 920         |
|    ep_rew_mean          | -105        |
| time/                   |             |
|    fps                  | 454         |
|    iterations           | 16          |
|    time_elapsed         | 72          |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.009495404 |
|    clip_fraction        | 0.0724      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.09       |
|    explained_variance   | -0.0419     |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0772      |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.00748    |
|    std                  | 0.858       |
|    value_loss           | 0.112       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 939        |
|    ep_rew_mean          | -104       |
| time/                   |            |
|    fps                  | 452        |
|    iterations           | 17         |
|    time_elapsed         | 76         |
|    total_timesteps      | 34816      |
| train/                  |            |
|    approx_kl            | 0.01070151 |
|    clip_fraction        | 0.127      |
|    clip_range           | 0.2        |
|    entropy_loss         | -5.03      |
|    explained_variance   | 0.306      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0553     |
|    n_updates            | 160        |
|    policy_gradient_loss | -0.0128    |
|    std                  | 0.846      |
|    value_loss           | 0.0867     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 957         |
|    ep_rew_mean          | -103        |
| time/                   |             |
|    fps                  | 450         |
|    iterations           | 18          |
|    time_elapsed         | 81          |
|    total_timesteps      | 36864       |
| train/                  |             |
|    approx_kl            | 0.009532314 |
|    clip_fraction        | 0.101       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5          |
|    explained_variance   | 0.282       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.067       |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.009      |
|    std                  | 0.845       |
|    value_loss           | 0.208       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 990         |
|    ep_rew_mean          | -102        |
| time/                   |             |
|    fps                  | 443         |
|    iterations           | 19          |
|    time_elapsed         | 87          |
|    total_timesteps      | 38912       |
| train/                  |             |
|    approx_kl            | 0.008153979 |
|    clip_fraction        | 0.0736      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.97       |
|    explained_variance   | 0.626       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0209      |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.00868    |
|    std                  | 0.834       |
|    value_loss           | 0.0888      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.01e+03    |
|    ep_rew_mean          | -101        |
| time/                   |             |
|    fps                  | 439         |
|    iterations           | 20          |
|    time_elapsed         | 93          |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.009629943 |
|    clip_fraction        | 0.0962      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.92       |
|    explained_variance   | 0.32        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0206      |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.0105     |
|    std                  | 0.822       |
|    value_loss           | 0.101       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.02e+03    |
|    ep_rew_mean          | -100        |
| time/                   |             |
|    fps                  | 443         |
|    iterations           | 21          |
|    time_elapsed         | 96          |
|    total_timesteps      | 43008       |
| train/                  |             |
|    approx_kl            | 0.009476496 |
|    clip_fraction        | 0.0893      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.86       |
|    explained_variance   | 0.44        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0165      |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.0103     |
|    std                  | 0.811       |
|    value_loss           | 0.0855      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.05e+03    |
|    ep_rew_mean          | -98.7       |
| time/                   |             |
|    fps                  | 446         |
|    iterations           | 22          |
|    time_elapsed         | 100         |
|    total_timesteps      | 45056       |
| train/                  |             |
|    approx_kl            | 0.010224085 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.82       |
|    explained_variance   | 0.701       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00298    |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.0127     |
|    std                  | 0.806       |
|    value_loss           | 0.0938      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.06e+03    |
|    ep_rew_mean          | -97.9       |
| time/                   |             |
|    fps                  | 444         |
|    iterations           | 23          |
|    time_elapsed         | 105         |
|    total_timesteps      | 47104       |
| train/                  |             |
|    approx_kl            | 0.008351322 |
|    clip_fraction        | 0.0786      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.77       |
|    explained_variance   | 0.789       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0305      |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.0105     |
|    std                  | 0.789       |
|    value_loss           | 0.11        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.07e+03    |
|    ep_rew_mean          | -96.9       |
| time/                   |             |
|    fps                  | 448         |
|    iterations           | 24          |
|    time_elapsed         | 109         |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.011435493 |
|    clip_fraction        | 0.125       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.7        |
|    explained_variance   | 0.746       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0255      |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.0114     |
|    std                  | 0.78        |
|    value_loss           | 0.0693      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.08e+03    |
|    ep_rew_mean          | -95.7       |
| time/                   |             |
|    fps                  | 451         |
|    iterations           | 25          |
|    time_elapsed         | 113         |
|    total_timesteps      | 51200       |
| train/                  |             |
|    approx_kl            | 0.009416039 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.65       |
|    explained_variance   | 0.779       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0313      |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.0126     |
|    std                  | 0.772       |
|    value_loss           | 0.138       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.1e+03     |
|    ep_rew_mean          | -93.2       |
| time/                   |             |
|    fps                  | 452         |
|    iterations           | 26          |
|    time_elapsed         | 117         |
|    total_timesteps      | 53248       |
| train/                  |             |
|    approx_kl            | 0.009671321 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.61       |
|    explained_variance   | 0.701       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0398      |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.0138     |
|    std                  | 0.764       |
|    value_loss           | 0.111       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.11e+03    |
|    ep_rew_mean          | -91.6       |
| time/                   |             |
|    fps                  | 452         |
|    iterations           | 27          |
|    time_elapsed         | 122         |
|    total_timesteps      | 55296       |
| train/                  |             |
|    approx_kl            | 0.011448791 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.59       |
|    explained_variance   | 0.791       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0523      |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.0141     |
|    std                  | 0.763       |
|    value_loss           | 0.119       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.12e+03    |
|    ep_rew_mean          | -90         |
| time/                   |             |
|    fps                  | 455         |
|    iterations           | 28          |
|    time_elapsed         | 125         |
|    total_timesteps      | 57344       |
| train/                  |             |
|    approx_kl            | 0.011922479 |
|    clip_fraction        | 0.141       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.58       |
|    explained_variance   | 0.822       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0485      |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.0147     |
|    std                  | 0.761       |
|    value_loss           | 0.17        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.13e+03    |
|    ep_rew_mean          | -88.1       |
| time/                   |             |
|    fps                  | 458         |
|    iterations           | 29          |
|    time_elapsed         | 129         |
|    total_timesteps      | 59392       |
| train/                  |             |
|    approx_kl            | 0.010870875 |
|    clip_fraction        | 0.144       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.55       |
|    explained_variance   | 0.83        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0548      |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.0142     |
|    std                  | 0.752       |
|    value_loss           | 0.171       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.15e+03    |
|    ep_rew_mean          | -84         |
| time/                   |             |
|    fps                  | 456         |
|    iterations           | 30          |
|    time_elapsed         | 134         |
|    total_timesteps      | 61440       |
| train/                  |             |
|    approx_kl            | 0.009799421 |
|    clip_fraction        | 0.12        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.51       |
|    explained_variance   | 0.852       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.116       |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.0114     |
|    std                  | 0.744       |
|    value_loss           | 0.27        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.16e+03    |
|    ep_rew_mean          | -81.8       |
| time/                   |             |
|    fps                  | 459         |
|    iterations           | 31          |
|    time_elapsed         | 138         |
|    total_timesteps      | 63488       |
| train/                  |             |
|    approx_kl            | 0.013134001 |
|    clip_fraction        | 0.137       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.47       |
|    explained_variance   | 0.871       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0894      |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.015      |
|    std                  | 0.738       |
|    value_loss           | 0.254       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.17e+03    |
|    ep_rew_mean          | -79.3       |
| time/                   |             |
|    fps                  | 460         |
|    iterations           | 32          |
|    time_elapsed         | 142         |
|    total_timesteps      | 65536       |
| train/                  |             |
|    approx_kl            | 0.011111306 |
|    clip_fraction        | 0.158       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.43       |
|    explained_variance   | 0.857       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0728      |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.0169     |
|    std                  | 0.729       |
|    value_loss           | 0.25        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.16e+03    |
|    ep_rew_mean          | -77.3       |
| time/                   |             |
|    fps                  | 457         |
|    iterations           | 33          |
|    time_elapsed         | 147         |
|    total_timesteps      | 67584       |
| train/                  |             |
|    approx_kl            | 0.009624924 |
|    clip_fraction        | 0.115       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.37       |
|    explained_variance   | 0.906       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0966      |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.0117     |
|    std                  | 0.718       |
|    value_loss           | 0.225       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.16e+03    |
|    ep_rew_mean          | -73         |
| time/                   |             |
|    fps                  | 459         |
|    iterations           | 34          |
|    time_elapsed         | 151         |
|    total_timesteps      | 69632       |
| train/                  |             |
|    approx_kl            | 0.008135723 |
|    clip_fraction        | 0.0625      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.34       |
|    explained_variance   | 0.254       |
|    learning_rate        | 0.0003      |
|    loss                 | 12.8        |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.00697    |
|    std                  | 0.717       |
|    value_loss           | 17          |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.15e+03     |
|    ep_rew_mean          | -71.3        |
| time/                   |              |
|    fps                  | 461          |
|    iterations           | 35           |
|    time_elapsed         | 155          |
|    total_timesteps      | 71680        |
| train/                  |              |
|    approx_kl            | 0.0075039645 |
|    clip_fraction        | 0.052        |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.34        |
|    explained_variance   | 0.748        |
|    learning_rate        | 0.0003       |
|    loss                 | 7.09         |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.00854     |
|    std                  | 0.717        |
|    value_loss           | 18           |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.16e+03    |
|    ep_rew_mean          | -69.4       |
| time/                   |             |
|    fps                  | 460         |
|    iterations           | 36          |
|    time_elapsed         | 160         |
|    total_timesteps      | 73728       |
| train/                  |             |
|    approx_kl            | 0.010467561 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.34       |
|    explained_variance   | 0.798       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.778       |
|    n_updates            | 350         |
|    policy_gradient_loss | -0.00583    |
|    std                  | 0.717       |
|    value_loss           | 12.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.16e+03    |
|    ep_rew_mean          | -67         |
| time/                   |             |
|    fps                  | 459         |
|    iterations           | 37          |
|    time_elapsed         | 164         |
|    total_timesteps      | 75776       |
| train/                  |             |
|    approx_kl            | 0.008884513 |
|    clip_fraction        | 0.0901      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.33       |
|    explained_variance   | 0.769       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.14        |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.00563    |
|    std                  | 0.711       |
|    value_loss           | 0.398       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.17e+03     |
|    ep_rew_mean          | -64.8        |
| time/                   |              |
|    fps                  | 461          |
|    iterations           | 38           |
|    time_elapsed         | 168          |
|    total_timesteps      | 77824        |
| train/                  |              |
|    approx_kl            | 0.0078007965 |
|    clip_fraction        | 0.108        |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.29        |
|    explained_variance   | 0.824        |
|    learning_rate        | 0.0003       |
|    loss                 | 21.5         |
|    n_updates            | 370          |
|    policy_gradient_loss | -0.00535     |
|    std                  | 0.706        |
|    value_loss           | 11.3         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.18e+03     |
|    ep_rew_mean          | -62.8        |
| time/                   |              |
|    fps                  | 463          |
|    iterations           | 39           |
|    time_elapsed         | 172          |
|    total_timesteps      | 79872        |
| train/                  |              |
|    approx_kl            | 0.0114486255 |
|    clip_fraction        | 0.118        |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.23        |
|    explained_variance   | 0.834        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0655       |
|    n_updates            | 380          |
|    policy_gradient_loss | -0.00993     |
|    std                  | 0.69         |
|    value_loss           | 0.262        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.16e+03    |
|    ep_rew_mean          | -61.1       |
| time/                   |             |
|    fps                  | 461         |
|    iterations           | 40          |
|    time_elapsed         | 177         |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.013152198 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.15       |
|    explained_variance   | 0.62        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.106       |
|    n_updates            | 390         |
|    policy_gradient_loss | -0.014      |
|    std                  | 0.678       |
|    value_loss           | 0.483       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.14e+03    |
|    ep_rew_mean          | -61.7       |
| time/                   |             |
|    fps                  | 463         |
|    iterations           | 41          |
|    time_elapsed         | 181         |
|    total_timesteps      | 83968       |
| train/                  |             |
|    approx_kl            | 0.009716963 |
|    clip_fraction        | 0.101       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.13       |
|    explained_variance   | 0.506       |
|    learning_rate        | 0.0003      |
|    loss                 | 24          |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.0109     |
|    std                  | 0.68        |
|    value_loss           | 53.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.14e+03    |
|    ep_rew_mean          | -59.7       |
| time/                   |             |
|    fps                  | 464         |
|    iterations           | 42          |
|    time_elapsed         | 185         |
|    total_timesteps      | 86016       |
| train/                  |             |
|    approx_kl            | 0.007657757 |
|    clip_fraction        | 0.0592      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.13       |
|    explained_variance   | 0.808       |
|    learning_rate        | 0.0003      |
|    loss                 | 19.5        |
|    n_updates            | 410         |
|    policy_gradient_loss | -0.0095     |
|    std                  | 0.68        |
|    value_loss           | 35.4        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.14e+03   |
|    ep_rew_mean          | -57.8      |
| time/                   |            |
|    fps                  | 465        |
|    iterations           | 43         |
|    time_elapsed         | 189        |
|    total_timesteps      | 88064      |
| train/                  |            |
|    approx_kl            | 0.01074941 |
|    clip_fraction        | 0.119      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.13      |
|    explained_variance   | 0.912      |
|    learning_rate        | 0.0003     |
|    loss                 | 3.64       |
|    n_updates            | 420        |
|    policy_gradient_loss | -0.00863   |
|    std                  | 0.679      |
|    value_loss           | 9.97       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.15e+03    |
|    ep_rew_mean          | -54.1       |
| time/                   |             |
|    fps                  | 464         |
|    iterations           | 44          |
|    time_elapsed         | 193         |
|    total_timesteps      | 90112       |
| train/                  |             |
|    approx_kl            | 0.009857052 |
|    clip_fraction        | 0.143       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.11       |
|    explained_variance   | -0.0784     |
|    learning_rate        | 0.0003      |
|    loss                 | 0.106       |
|    n_updates            | 430         |
|    policy_gradient_loss | -0.00542    |
|    std                  | 0.673       |
|    value_loss           | 0.662       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.16e+03     |
|    ep_rew_mean          | -52.2        |
| time/                   |              |
|    fps                  | 466          |
|    iterations           | 45           |
|    time_elapsed         | 197          |
|    total_timesteps      | 92160        |
| train/                  |              |
|    approx_kl            | 0.0087473765 |
|    clip_fraction        | 0.122        |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.08        |
|    explained_variance   | 0.921        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.38         |
|    n_updates            | 440          |
|    policy_gradient_loss | -0.00655     |
|    std                  | 0.668        |
|    value_loss           | 1.71         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
